Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Location,Latitude,Longitude,Found,Quality,Source,Overlay,Type,Date,Overlay Transparency
Prodigal Son in Efate Dialects,audio/AC1-416-A2.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/AC1/416,"A16637, continued on A16638 -- Side 1: -- Oriya 1-9 (Unidentified dialect of Efate (see tape 411) -- Eton 9-12 (Dialect of South Efate) (read by Maxwell Kalfau, assistant chef of Eton see transcript at AC2-VSEFAT309) -- Veratap 13-15 (Dialect of South Efate) -- Havannah Harbour 16-19 (North-Western dialect of the Austronesian language South Efate.) -- Erakor 20-24 (South-eastern dialect of South Efate.) -- Nguna Vocabulary 25-30 (Nguna Island dialect of the Austronesian language North Efate, Central Vanuatu (see tapes 202A-C, 306).) -- Side 2-- Nguna Text -- Playing times are in minutes. Language as given: Nafsan",5,,-17.7075,168.3765,,,,,speech,1900-01-01,
Recordings in South Efate,audio/NT1-98012-98012B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/NT1/98012,Transcribed but not time-aligned or annotated. There arehandwritten transcripts by Manuel Wayane scanned as jpgs. . Language as given: Nafsan,5,,-17.7075,168.3765,,,,,speech,1998-10-27,
1978 Tape #2,audio/EF1-002-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/EF1/002,"SIDE A: Mar 26/78 Unakapu church baptism service (3-52) || """"Thomas Tavirana story on after-death journey (52-end) - end of MINI (part 3) (0-3) - first section | [OPERATOR NOTE: Side A 52-end corresponds to Text 23 in “Nguna Voices” book]| SIDE B: continued from ""A"" - Thomas Tavirana (0-3) | Tikilasoa Easter service (3-61) | MINI - 1st part (61-end) then to Tape 1 B. Language as given: Nguna",5,,-17.248,168.3915,,,,,speech,1978-03-26,
1978 Tape #5,audio/EF1-005-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/EF1/005,"SIDE A:
May 7/78 Lui Tatalele
""Navakaloni Matoa go Tava"" (O-20) BLANKED OUT
""Leikasi"" (20-31). May 20/78. Kaltap̃au.
Natukunoa
(Naatuusianam̃oli - not history) ""Rakum̃a go Kusue"" #14
(31-40; ""Navakalo ni naika"" - Natukunoa (40-8) #15;
Natukunoa ""Naita"" (48-end, almost) #16

SIDE B:
Natukunoa ""Nakp̃ea"" #17 May 20/78. Kaltap̃au. (0-21)
Naatuusiana lomau #18 ""Malosoro"" (21-40);
Marikori p̃au"" - Naatuusiana lomau (40-61) #19. Language as given: Nguna",5,,-17.248,168.3915,,,,,music,1978-05-07,
Emae 1980 2,audio/RC1-002-2.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/RC1/002,"2. Emae Island Custom Stories

Side 1
1. Vaalas (Makura language, told by Ti Makura, Sangava village)
2. Shark from Mataaso (Makura language, told by Ti Makura, Sangava village)
3. Mautiketike and Tamakaiaa (Emae language, told by John Matangova, Botuai village)

Side 2
4. Ti Vaitini (Nguna-Tongoa language, told by Varatiamata, Sesake village)

Emae : 1980 : Recorded by Dr. Ross Clark.

Mono. Speed 3.75ips. Language as given: Makura, Emae, Nguna-Tongoa",5,,-17.248,168.3915,,,,,speech,1980-01-01,
Emae 1980 1,audio/RC1-001-2.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/RC1/001,"Emae Island Custom Stories (Emae language) [3 3/4ips]

Side 1
Makatea Village
1. The Talking Liver (James)
2. The itua fekai from Makura (George Masoemanu)
3. Talk about itua mauku ("")
4. Six Brothers and the itua fekai ("") [continued on Side 2]

Side 2
[continuation of 4.]
5. Piliwore (Maraki)
6. Vaakiri ("")
7. Pureki ("")

EMAE: 1980. Recorded by Dr. Ross Clark
Mono. Speed 3 3/4""/sec.

. Language as given: Emae",5,,-17.06,168.399,,,,,music,1980-01-01,
132-6 Namakira recordings,audio/WS1-006-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/WS1/006,"na-makir lg. Makira Boys String Band & Company No 6
Side A (insert): na-makir lg.
Makira - Boys
String band
[Songs in na-makir.na-kanamang/Bislama/English]
Makira Island
recorded Sept. 1985
by W. Sperlich

Side B (insert) Makira Boys
String Band cont.

Side A (tape): Makira - Boys String Band Songs [na-makir/Bislama/na-kanamang/English]

Side B (tape): Makira Boys String Band Cont.. Language as given: Namakira",5,,-17.069,168.489,,,,,speech,1985-09-01,
Texts 5-19,audio/TC7-002-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TC7/002,Texts 5-19. Language as given:,5,,-18.8435,169.1665,,,,,speech,1995-03-15,
Texts 20-25,audio/TC7-003-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TC7/003,1. Taem bifo. 2. Weddings at Happyland. 3. Terry's departure. 4. Harry's departure. (date inferred from TC7-002). Language as given: Sie,5,,-18.8435,169.1665,,,,,speech,1995-03-01,
"Sempet Naritantop Erromango 1979, Tape 1",audio/TC7-005-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TC7/005,Date given as 1979. Language as given: Erromango,5,,-18.8435,169.1665,,,,,music,1979-01-01,
[Seven stories],audio/TC8-007-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/TC8/007,1. Pakoi NELOU. 2. USWO NARAI AU[YGWI]. 3. Pastor Nomporom. 4. Nowi Ogkrilou. 5. Ovoieme Rompur Mogo. 6. Woris Nemetabi. 7. Uven.Side B ends around 17mins. Language as given: Ura,5,,-18.8086,169.1705,,,,,music,1978-01-01,
Life History,audio/LL1-019-B.mp3,PARADISEC,http://catalog.paradisec.org.au/repository/LL1/019,Storyteller: Rapi Timo. Language as given:,5,,-19.5905,169.442,,,,,speech,1987-07-26,
